"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00203627","HARRISVILLE, MI US","44.65","-83.3","198.1","1970-03","0","0","-2",",0,29,","47",",0,21,","7066","0","25.9",",0","36.6",",,,0","15.2",",,,0"
"USC00203627","HARRISVILLE, MI US","44.65","-83.3","198.1","1970-04","0","0","12",",0,05,","81",",0,29,","7765","0","41.7",",0","55.0",",,,0","28.4",",,,0"
"USC00203627","HARRISVILLE, MI US","44.65","-83.3","198.1","1970-05","11","0","24",",0,06,","81","2,0,29,","8131","0","53.0","2,0","65.7","2,,,0","40.3",",,,0"
"USC00203627","HARRISVILLE, MI US","44.65","-83.3","198.1","1970-06","56","0","32",",0,25,","91",",0,17,","8288","0","61.2",",0","75.8",",,,0","46.7",",,,0"
"USW00014808","OSCODA WURTSMITH AIRPORT, MI US","44.45","-83.4","192.9","1970-01","0","X","-11",",X,24,+","40",",X,31,",,,"15.3",",X","23.3",",,,X","7.2",",,,X"
"USW00014808","OSCODA WURTSMITH AIRPORT, MI US","44.45","-83.4","192.9","1970-02","0","X","-16",",X,04,","44",",X,22,+",,,"19.4",",X","28.4",",,,X","10.4",",,,X"
"USW00014808","OSCODA WURTSMITH AIRPORT, MI US","44.45","-83.4","192.9","1970-03","0","X","4",",X,08,","47",",X,24,",,,"26.6",",X","34.8",",,,X","18.4",",,,X"
"USW00014808","OSCODA WURTSMITH AIRPORT, MI US","44.45","-83.4","192.9","1970-04","5","X","18",",X,05,","80",",X,30,",,,"43.7",",X","52.9",",,,X","34.5",",,,X"
"USW00014808","OSCODA WURTSMITH AIRPORT, MI US","44.45","-83.4","192.9","1970-05","18","X","28","2,X,03,","90","2,X,21,",,,"52.6","4,X","62.6","2,,,X","42.5","2,,,X"
"USW00014808","OSCODA WURTSMITH AIRPORT, MI US","44.45","-83.4","192.9","1970-06","85","X","37","2,X,04,","90","2,X,29,+",,,"62.8","4,X","74.8","2,,,X","50.8","2,,,X"
"USC00205803","NEWAYGO HARDY DAM, MI US","43.48333","-85.63333","232.0","1970-01","0","0","-16",",0,21,","46",",0,28,","4476","0","15.2",",0","25.3",",,,0","5.1",",,,0"
"USC00205803","NEWAYGO HARDY DAM, MI US","43.48333","-85.63333","232.0","1970-02","0","0","-16",",0,04,","45",",0,22,+","5741","0","19.8",",0","32.4",",,,0","7.2",",,,0"
"USC00205803","NEWAYGO HARDY DAM, MI US","43.48333","-85.63333","232.0","1970-03","0","0","-1",",0,29,","53",",0,21,","6938","0","26.4",",0","37.9",",,,0","14.8",",,,0"
"USC00205803","NEWAYGO HARDY DAM, MI US","43.48333","-85.63333","232.0","1970-04","9","0","16",",0,05,","86",",0,29,","7583","0","43.8",",0","55.3",",,,0","32.3",",,,0"
"USC00205803","NEWAYGO HARDY DAM, MI US","43.48333","-85.63333","232.0","1970-05","33","0","24",",0,06,","85",",0,21,","7872","0","56.4",",0","68.7",",,,0","44.2",",,,0"
"USC00205803","NEWAYGO HARDY DAM, MI US","43.48333","-85.63333","232.0","1970-06","91","0","36",",0,20,","95",",0,30,","7973","0","63.6",",0","77.8",",,,0","49.4",",,,0"
"USC00203504","GULL LAKE BIOLOGICAL STATION, MI US","42.3941","-85.385","281.9","1970-01","0","0","-12",",0,22,","44",",0,28,","3948","0","17.2",",0","25.7",",,,0","8.6",",,,0"
"USC00203504","GULL LAKE BIOLOGICAL STATION, MI US","42.3941","-85.385","281.9","1970-02","0","0","-9",",0,13,","45",",0,24,+","5097","0","24.0",",0","33.1",",,,0","14.9",",,,0"
"USC00203504","GULL LAKE BIOLOGICAL STATION, MI US","42.3941","-85.385","281.9","1970-03","0","0","5",",0,15,","55",",0,21,","6163","0","30.6",",0","40.7",",,,0","20.5",",,,0"
"USC00203504","GULL LAKE BIOLOGICAL STATION, MI US","42.3941","-85.385","281.9","1970-04","13","0","20",",0,05,","83",",0,29,","6706","0","47.4",",0","58.0",",,,0","36.7",",,,0"
"USC00203504","GULL LAKE BIOLOGICAL STATION, MI US","42.3941","-85.385","281.9","1970-05","66","0","27",",0,06,","83",",0,29,+","6869","0","61.4",",0","72.6",",,,0","50.2",",,,0"
"USC00203504","GULL LAKE BIOLOGICAL STATION, MI US","42.3941","-85.385","281.9","1970-06","213","0","43",",0,04,","93",",0,30,","6909","0","68.5",",0","79.6",",,,0","57.5",",,,0"
"USW00014804","MOUNT CLEMENS ANG BASE, MI US","42.6083","-82.8183","176.8","1970-01","0","0","-11",",0,24,","41",",0,31,","3971","0","16.6",",0","25.4",",,,0","7.8",",,,0"
"USW00014804","MOUNT CLEMENS ANG BASE, MI US","42.6083","-82.8183","176.8","1970-02","0","0","-6",",0,04,","51",",0,24,","5122","0","23.9",",0","32.6",",,,0","15.1",",,,0"
"USW00014804","MOUNT CLEMENS ANG BASE, MI US","42.6083","-82.8183","176.8","1970-03","0","0","10",",0,16,","49",",0,21,","6177","0","31.0",",0","38.6",",,,0","23.4",",,,0"
"USW00014804","MOUNT CLEMENS ANG BASE, MI US","42.6083","-82.8183","176.8","1970-04","5","0","21",",X,11,","79",",X,30,","6751","0","46.0",",X","55.7",",,,X","36.4",",,,X"
"USW00014804","MOUNT CLEMENS ANG BASE, MI US","42.6083","-82.8183","176.8","1970-05","34","0","29",",X,07,","84",",X,19,","7002","0","57.8",",X","67.6",",,,X","48.1",",,,X"
"USW00014804","MOUNT CLEMENS ANG BASE, MI US","42.6083","-82.8183","176.8","1970-06","142","0","40",",X,04,","89",",X,30,","7090","0","65.7",",X","76.2",",,,X","55.2",",,,X"
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","1970-01","0","0","-10",",0,20,","44",",0,29,","4217","0","16.1",",0","23.4",",,,0","8.8",",,,0"
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","1970-02","0","0","-9",",0,04,","43",",0,01,","5435","0","21.5",",0","29.5",",,,0","13.5",",,,0"
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","1970-03","0","0","8",",0,08,","42",",0,24,+","6601","0","27.4",",0","33.8",",,,0","21.0",",,,0"
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","1970-04","4","0","20",",0,03,","80",",0,30,","7240","0","43.8",",0","52.9",",,,0","34.8",",,,0"
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","1970-05","20","0","28",",0,07,","85",",0,21,","7582","0","54.5",",0","65.1",",,,0","43.9",",,,0"
"USC00203585","HARBOR BEACH 1 SSE, MI US","43.8322","-82.6427","181.4","1970-06","87","0","37",",0,20,","88",",0,17,","7724","0","62.5",",0","72.6",",,,0","52.4",",,,0"
"USC00205488","MILLINGTON 3 SE, MI US","43.2836","-83.4791","249.9","1970-01",,,,,,,,,,,,,,
"USC00205488","MILLINGTON 3 SE, MI US","43.2836","-83.4791","249.9","1970-02",,,,,,,,,,,,,,
"USC00205488","MILLINGTON 3 SE, MI US","43.2836","-83.4791","249.9","1970-03",,,,,,,,,,,,,,
"USC00205488","MILLINGTON 3 SE, MI US","43.2836","-83.4791","249.9","1970-04",,,,,,,,,,,,,,
"USC00205488","MILLINGTON 3 SE, MI US","43.2836","-83.4791","249.9","1970-05",,,,,,,,,,,,,,
"USC00205488","MILLINGTON 3 SE, MI US","43.2836","-83.4791","249.9","1970-06",,,,,,,,,,,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1970-01","0","0","-7",",0,22,+","49",",0,29,","3691","0","20.2",",0","28.1",",,,0","12.2",",,,0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1970-02","0","0","-3",",0,04,","51",",0,24,+","4779","0","26.1",",0","35.3",",,,0","17.0",",,,0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1970-03","0","0","10",",0,15,","54",",0,21,","5748","0","33.7",",0","42.3",",,,0","25.2",",,,0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1970-04","19","0","27",",0,05,+","83",",0,30,","6202","0","50.5",",0","60.6",",,,0","40.4",",,,0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1970-05","93","0","31",",0,06,","85",",0,23,+","6339","0","63.0",",0","74.4",",,,0","51.5",",,,0"
"USC00200230","ANN ARBOR U OF MICH, MI US","42.29806","-83.66388","247.8","1970-06","263","0","48",",0,04,","92",",0,30,","6368","0","69.7",",0","79.4",",,,0","60.0",",,,0"
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","1970-01","0","0","-8",",0,22,","48",",0,29,","3697","0","19.5",",0","27.9",",,,0","11.2",",,,0"
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","1970-02","0","0","-2",",0,14,","53",",0,25,+","4749","0","27.4",",0","37.1",",,,0","17.8",",,,0"
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","1970-03","0","0","12",",0,08,","53",",0,22,","5720","0","33.7",",0","42.2",",,,0","25.1",",,,0"
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","1970-04","10","0","25",",0,05,","83",",0,30,","6175","0","50.2",",0","60.9",",,,0","39.4",",,,0"
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","1970-05","100","0","33",",0,07,","88",",0,22,+","6302","0","63.8",",0","75.8",",,,0","51.7",",,,0"
"USC00202015","DEARBORN, MI US","42.31917","-83.23839","184.4","1970-06","297","0","45",",0,20,+","94",",0,30,","6323","0","70.9",",0","82.7",",,,0","59.1",",,,0"
"USC00204954","LUDINGTON, MI US","43.9066","-86.3942","210.3","1970-01","0","0","-2","1,0,24,","42","1,0,29,",,,"17.4","1,0","25.6","1,,,0","9.2","1,,,0"
"USC00204954","LUDINGTON, MI US","43.9066","-86.3942","210.3","1970-02",,,,,"42","4,0,01,",,,,,"29.2","4,,,0",,
"USC00204954","LUDINGTON, MI US","43.9066","-86.3942","210.3","1970-03",,,,,,,,,,,,,,
"USC00204954","LUDINGTON, MI US","43.9066","-86.3942","210.3","1970-04",,,,,,,,,,,,,,
"USC00204954","LUDINGTON, MI US","43.9066","-86.3942","210.3","1970-05",,,"24",",0,06,","82",",0,22,",,,"54.8",",0","65.6",",,,0","44.1",",,,0"
"USC00204954","LUDINGTON, MI US","43.9066","-86.3942","210.3","1970-06",,,,,,,,,,,,,,
"USC00203744","HERMAN, MI US","46.6653","-88.3772","523.3","1970-01","0","0","-24",",0,22,","36",",0,31,","5644","0","8.0",",0","17.5",",,,0","-1.4",",,,0"
"USC00203744","HERMAN, MI US","46.6653","-88.3772","523.3","1970-02","0","0","-26",",0,14,","46",",0,23,","7167","0","10.6",",0","24.5",",,,0","-3.3",",,,0"
"USC00203744","HERMAN, MI US","46.6653","-88.3772","523.3","1970-03","0","0","-20",",0,09,","52",",0,21,","8609","0","18.5",",0","34.0",",,,0","3.0",",,,0"
"USC00203744","HERMAN, MI US","46.6653","-88.3772","523.3","1970-04","4","0","1",",0,11,","82",",0,29,","9415","0","38.3",",0","51.1",",,,0","25.5",",,,0"
"USC00203744","HERMAN, MI US","46.6653","-88.3772","523.3","1970-05","10","0","15",",0,06,","84",",0,18,","9963","0","47.5",",0","59.1",",,,0","36.0",",,,0"
"USC00203744","HERMAN, MI US","46.6653","-88.3772","523.3","1970-06","63","0","28","1,0,20,+","88","1,0,30,+","10141","0","60.7","1,0","75.3","1,,,0","46.0","1,,,0"
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","1970-01","0","0","-18","1,0,24,","43","1,0,29,+",,,"14.9","1,0","24.8","1,,,0","5.0","1,,,0"
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","1970-02","0","0","-17",",0,14,+","45",",0,01,",,,"20.0",",0","30.1",",,,0","10.0",",,,0"
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","1970-03","0","0","7",",0,29,+","50",",0,21,",,,"28.3",",0","36.7",",,,0","19.9",",,,0"
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","1970-04","6","0","19",",0,05,","81",",0,29,",,,"45.1",",0","56.0",",,,0","34.2",",,,0"
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","1970-05","34","0","26","1,0,07,","87",",0,21,",,,"56.7","1,0","68.1",",,,0","45.4","1,,,0"
"USC00207820","STANDISH 4 NE, MI US","44.0126","-83.8977","187.5","1970-06","125","0","39",",0,20,","89",",0,17,",,,"65.1",",0","77.2",",,,0","53.0",",,,0"
"USC00208772","WELLSTON TIPPY DAM, MI US","44.2586","-85.9394","198.1","1970-01",,,,,,,,,,,,,,
"USC00208772","WELLSTON TIPPY DAM, MI US","44.2586","-85.9394","198.1","1970-02",,,,,,,,,,,,,,
"USC00208772","WELLSTON TIPPY DAM, MI US","44.2586","-85.9394","198.1","1970-03",,,,,,,,,,,,,,
"USC00208772","WELLSTON TIPPY DAM, MI US","44.2586","-85.9394","198.1","1970-04",,,,,,,,,,,,,,
"USC00208772","WELLSTON TIPPY DAM, MI US","44.2586","-85.9394","198.1","1970-05",,,,,,,,,,,,,,
"USC00208772","WELLSTON TIPPY DAM, MI US","44.2586","-85.9394","198.1","1970-06",,,,,,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","1970-01",,,,,,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","1970-02",,,,,,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","1970-03",,,,,,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","1970-04",,,,,,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","1970-05",,,,,,,,,,,,,,
"USC00200094","ALBION, MI US","42.24941","-84.7732","285.0","1970-06",,,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","43.1447","-82.8011","249.9","1970-01",,,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","43.1447","-82.8011","249.9","1970-02",,,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","43.1447","-82.8011","249.9","1970-03",,,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","43.1447","-82.8011","249.9","1970-04",,,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","43.1447","-82.8011","249.9","1970-05",,,,,,,,,,,,,,
"USC00209188","YALE 1 NNW, MI US","43.1447","-82.8011","249.9","1970-06",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","42.40725","-83.00899","189.8","1970-01","0","0","-5",",0,08,","47",",0,28,","3862","0","18.3",",0","24.7",",,,0","11.9",",,,0"
"USW00014822","DETROIT CITY AIRPORT, MI US","42.40725","-83.00899","189.8","1970-02","0","0","-1",",0,03,","53",",0,24,","4988","0","24.8",",0","32.1",",,,0","17.4",",,,0"
"USW00014822","DETROIT CITY AIRPORT, MI US","42.40725","-83.00899","189.8","1970-03","0","0","12",",0,08,","50",",0,21,","6016","0","31.9",",0","38.6",",,,0","25.1",",,,0"
"USW00014822","DETROIT CITY AIRPORT, MI US","42.40725","-83.00899","189.8","1970-04","16","0","26",",0,11,+","82",",0,30,","6516","0","48.9",",0","57.4",",,,0","40.3",",,,0"
"USW00014822","DETROIT CITY AIRPORT, MI US","42.40725","-83.00899","189.8","1970-05","85","0","35",",0,06,","88",",0,19,","6703","0","61.2",",0","70.8",",,,0","51.5",",,,0"
"USW00014822","DETROIT CITY AIRPORT, MI US","42.40725","-83.00899","189.8","1970-06","267","0","42",",0,04,","94",",0,30,","6743","0","69.7",",0","79.5",",,,0","60.0",",,,0"
"USW00094850","MARQUETTE WEATHER FORECAST OFFICE, MI US","46.5313","-87.5491","431.3","1970-01","0","0","-23",",0,19,","36",",0,31,","5378","0","8.7",",0","17.7",",,,0","-0.3",",,,0"
"USW00094850","MARQUETTE WEATHER FORECAST OFFICE, MI US","46.5313","-87.5491","431.3","1970-02","0","0","-28",",0,14,","45",",0,23,","6884","0","11.2",",0","23.4",",,,0","-1.0",",,,0"
"USW00094850","MARQUETTE WEATHER FORECAST OFFICE, MI US","46.5313","-87.5491","431.3","1970-03","0","0","-11",",0,29,","48",",0,22,","8278","0","20.0",",0","31.6",",,,0","8.5",",,,0"
"USW00094850","MARQUETTE WEATHER FORECAST OFFICE, MI US","46.5313","-87.5491","431.3","1970-04","0","0","10",",0,11,+","76",",0,28,","9085","0","38.1",",0","48.3",",,,0","27.9",",,,0"
"USW00094850","MARQUETTE WEATHER FORECAST OFFICE, MI US","46.5313","-87.5491","431.3","1970-05","3","0","22",",0,06,","85",",0,18,","9664","0","46.4",",0","55.2",",,,0","37.6",",,,0"
"USW00094850","MARQUETTE WEATHER FORECAST OFFICE, MI US","46.5313","-87.5491","431.3","1970-06","57","0","32",",0,20,","92",",0,29,","9828","0","61.3",",0","74.4",",,,0","48.3",",,,0"
"USC00207280","SAINT JOHNS, MI US","43.0128","-84.5547","226.5","1970-01","0","0","-8",",0,21,","42",",0,29,+","4170","0","18.2",",0","26.2",",,,0","10.3",",,,0"
"USC00207280","SAINT JOHNS, MI US","43.0128","-84.5547","226.5","1970-02","0","0","-5",",0,04,","48",",0,02,+","5304","0","24.5",",0","33.5",",,,0","15.5",",,,0"
"USC00207280","SAINT JOHNS, MI US","43.0128","-84.5547","226.5","1970-03","0","0","7",",0,16,","52",",0,21,+","6382","0","30.2",",0","39.7",",,,0","20.8",",,,0"
"USC00207280","SAINT JOHNS, MI US","43.0128","-84.5547","226.5","1970-04","19","0","20",",0,05,","84",",0,29,","6905","0","48.2",",0","59.0",",,,0","37.4",",,,0"
"USC00207280","SAINT JOHNS, MI US","43.0128","-84.5547","226.5","1970-05","90","0","27",",0,06,","85",",0,23,+","7070","0","61.9",",0","73.6",",,,0","50.3",",,,0"
"USC00207280","SAINT JOHNS, MI US","43.0128","-84.5547","226.5","1970-06","236","0","41",",0,04,","94",",0,30,","7117","0","68.3",",0","79.8",",,,0","56.8",",,,0"
"USC00205816","NEWBERRY LUCE CO ROAD COMMISSION, MI US","46.35155","-85.51629","241.4","1970-01","0","0","-12",",0,21,","33",",0,31,+","4986","0","13.2",",0","20.5",",,,0","6.0",",,,0"
"USC00205816","NEWBERRY LUCE CO ROAD COMMISSION, MI US","46.35155","-85.51629","241.4","1970-02","0","0","-15",",0,04,","40",",0,23,","6406","0","14.3",",0","24.5",",,,0","4.2",",,,0"
"USC00205816","NEWBERRY LUCE CO ROAD COMMISSION, MI US","46.35155","-85.51629","241.4","1970-03","0","0","-4",",0,29,","50",",0,22,+","7698","0","23.3",",0","33.4",",,,0","13.3",",,,0"
"USC00205816","NEWBERRY LUCE CO ROAD COMMISSION, MI US","46.35155","-85.51629","241.4","1970-04","1","0","10",",0,11,","80",",0,29,","8458","0","39.7",",0","50.4",",,,0","28.9",",,,0"
"USC00205816","NEWBERRY LUCE CO ROAD COMMISSION, MI US","46.35155","-85.51629","241.4","1970-05","1","0","23",",0,06,","76",",0,30,+","9005","0","47.4",",0","57.2",",,,0","37.5",",,,0"
"USC00205816","NEWBERRY LUCE CO ROAD COMMISSION, MI US","46.35155","-85.51629","241.4","1970-06","29","0","33",",0,25,","91",",0,29,","9174","0","60.3",",0","74.4",",,,0","46.2",",,,0"
"USC00200128","ALLEGAN 5 NE, MI US","42.5799","-85.7893","228.6","1970-01","0","0","-10",",0,22,","50",",0,29,","4034","0","19.6",",0","28.9",",,,0","10.3",",,,0"
"USC00200128","ALLEGAN 5 NE, MI US","42.5799","-85.7893","228.6","1970-02","0","0","-9",",0,15,","48",",0,19,+","5194","0","23.6",",0","35.5",",,,0","11.6",",,,0"
"USC00200128","ALLEGAN 5 NE, MI US","42.5799","-85.7893","228.6","1970-03","0","0","5","2,0,16,","55",",0,22,","6182","0","31.1","2,0","40.7",",,,0","21.5","2,,,0"
"USC00200128","ALLEGAN 5 NE, MI US","42.5799","-85.7893","228.6","1970-04","15","0","16","1,0,01,","84",",0,30,","6722","0","47.1","1,0","58.8",",,,0","35.4","1,,,0"
"USC00200128","ALLEGAN 5 NE, MI US","42.5799","-85.7893","228.6","1970-05","89","0","28",",0,03,","94",",0,22,","6901","0","61.6",",0","73.5",",,,0","49.7",",,,0"
"USC00200128","ALLEGAN 5 NE, MI US","42.5799","-85.7893","228.6","1970-06","244","0","43",",0,20,","98",",0,13,","6956","0","68.3",",0","80.1",",,,0","56.6",",,,0"
"USC00204328","KENTON, MI US","46.4863","-88.8916","355.7","1970-01","0","0","-27",",0,22,+","35",",0,27,",,,"8.2",",0","18.0",",,,0","-1.7",",,,0"
"USC00204328","KENTON, MI US","46.4863","-88.8916","355.7","1970-02","0","0","-33",",0,14,","47",",0,24,+",,,"12.0",",0","26.7",",,,0","-2.8",",,,0"
"USC00204328","KENTON, MI US","46.4863","-88.8916","355.7","1970-03","0","0","-14",",0,09,","55",",0,21,",,,"20.7",",0","36.9",",,,0","4.4",",,,0"
"USC00204328","KENTON, MI US","46.4863","-88.8916","355.7","1970-04","4","0","10",",0,11,+","90",",0,29,",,,"41.0",",0","54.2",",,,0","27.7",",,,0"
"USC00204328","KENTON, MI US","46.4863","-88.8916","355.7","1970-05","15","0","18",",0,06,","82",",0,30,+",,,"50.9",",0","63.0",",,,0","38.9",",,,0"
"USC00204328","KENTON, MI US","46.4863","-88.8916","355.7","1970-06","79","0","32",",0,03,","96",",0,30,",,,"63.0",",0","78.8",",,,0","47.3",",,,0"
"USW00014817","CADILLAC, MI US","44.2655","-85.3966","394.7","1970-01","0","0","-17",",0,24,+","39",",0,29,","4896","0","13.4",",0","21.3",",,,0","5.4",",,,0"
"USW00014817","CADILLAC, MI US","44.2655","-85.3966","394.7","1970-02","0","0","-18",",0,14,","43",",0,02,","6251","0","16.6",",0","27.5",",,,0","5.7",",,,0"
"USW00014817","CADILLAC, MI US","44.2655","-85.3966","394.7","1970-03","0","0","-12",",0,29,","51",",0,22,","7569","0","22.5",",0","33.9",",,,0","11.1",",,,0"
"USW00014817","CADILLAC, MI US","44.2655","-85.3966","394.7","1970-04","8","0","11",",0,05,","84",",0,30,","8263","0","42.1",",0","52.1",",,,0","32.2",",,,0"
"USW00014817","CADILLAC, MI US","44.2655","-85.3966","394.7","1970-05","25","0","22",",0,06,","84",",0,22,","8613","0","54.3",",0","64.5",",,,0","44.0",",,,0"
"USW00014817","CADILLAC, MI US","44.2655","-85.3966","394.7","1970-06","94","0","32",",0,25,+","86",",0,18,","8754","0","62.6",",0","74.9",",,,0","50.3",",,,0"
"USC00204967","LUPTON 1 S, MI US","44.4199","-84.0232","276.8","1970-01","0","0","-20",",0,24,","43",",0,31,","4659","0","12.3",",0","23.6",",,,0","0.9",",,,0"
"USC00204967","LUPTON 1 S, MI US","44.4199","-84.0232","276.8","1970-02","0","0","-30",",0,04,","45",",0,22,+","5995","0","17.3",",0","30.6",",,,0","3.9",",,,0"
"USC00204967","LUPTON 1 S, MI US","44.4199","-84.0232","276.8","1970-03","0","0","-4",",0,10,+","50",",0,21,","7198","0","26.2",",0","38.3",",,,0","14.1",",,,0"
"USC00204967","LUPTON 1 S, MI US","44.4199","-84.0232","276.8","1970-04","6","0","13",",0,05,","84",",0,29,","7850","0","43.5",",0","57.4",",,,0","29.6",",,,0"
"USC00204967","LUPTON 1 S, MI US","44.4199","-84.0232","276.8","1970-05","31","0","21","1,0,06,","88","1,0,21,","8135","0","56.3","1,0","70.2","1,,,0","42.4","1,,,0"
"USC00204967","LUPTON 1 S, MI US","44.4199","-84.0232","276.8","1970-06","86","0","30","2,0,20,","90","2,0,09,","8230","0","63.2","4,0","79.0","2,,,0","47.4","2,,,0"
"USC00200647","BEECHWOOD 7 WNW, MI US","46.18333","-88.88333","506.0","1970-01","0","0","-28",",0,19,","38",",0,31,","5468","0","7.5",",0","18.0",",,,0","-3.0",",,,0"
"USC00200647","BEECHWOOD 7 WNW, MI US","46.18333","-88.88333","506.0","1970-02","0","0","-24",",0,14,+","44",",0,23,","6924","0","13.0",",0","26.3",",,,0","-0.3",",,,0"
"USC00200647","BEECHWOOD 7 WNW, MI US","46.18333","-88.88333","506.0","1970-03","0","0","-11",",0,09,","53",",0,22,+","8242","0","22.5",",0","35.7",",,,0","9.2",",,,0"
"USC00200647","BEECHWOOD 7 WNW, MI US","46.18333","-88.88333","506.0","1970-04","6","0","10",",0,11,+","86",",0,29,","8964","0","41.2",",0","53.0",",,,0","29.4",",,,0"
"USC00200647","BEECHWOOD 7 WNW, MI US","46.18333","-88.88333","506.0","1970-05","11","0","19",",0,06,","83",",0,18,","9396","0","51.2",",0","62.0",",,,0","40.4",",,,0"
"USC00200647","BEECHWOOD 7 WNW, MI US","46.18333","-88.88333","506.0","1970-06","65","0","35",",0,19,","90",",0,30,+","9521","0","62.7",",0","75.6",",,,0","49.6",",,,0"
"USW00014814","ALPENA WASTEWATER PLANT, MI US","45.0605","-83.428","179.8","1970-01","0","0","-7",",0,21,","42",",0,31,","4494","0","15.9",",0","23.8",",,,0","8.1",",,,0"
"USW00014814","ALPENA WASTEWATER PLANT, MI US","45.0605","-83.428","179.8","1970-02","0","0","-12",",0,04,","44",",0,07,","5795","0","18.5",",0","28.2",",,,0","8.9",",,,0"
"USW00014814","ALPENA WASTEWATER PLANT, MI US","45.0605","-83.428","179.8","1970-03","0","0","3",",0,29,+","47",",0,24,","7003","0","26.0",",0","34.1",",,,0","18.0",",,,0"
"USW00014814","ALPENA WASTEWATER PLANT, MI US","45.0605","-83.428","179.8","1970-04","0","0","21",",0,11,+","78",",0,26,","7701","0","41.7",",0","49.9",",,,0","33.5",",,,0"
"USW00014814","ALPENA WASTEWATER PLANT, MI US","45.0605","-83.428","179.8","1970-05","5","0","29",",0,06,","89",",0,21,","8121","0","51.6",",0","60.5",",,,0","42.6",",,,0"
"USW00014814","ALPENA WASTEWATER PLANT, MI US","45.0605","-83.428","179.8","1970-06","60","0","40",",0,20,","92",",0,29,","8269","0","61.9",",0","71.7",",,,0","52.1",",,,0"
"USC00200925","BOYNE FALLS, MI US","45.1672","-84.9138","221.9","1970-01","0","0","-25",",0,21,","39",",0,31,","4564","0","15.5",",0","24.2",",,,0","6.8",",,,0"
"USC00200925","BOYNE FALLS, MI US","45.1672","-84.9138","221.9","1970-02","0","0","-15",",0,13,","46",",0,01,","5886","0","17.8",",0","29.2",",,,0","6.3",",,,0"
"USC00200925","BOYNE FALLS, MI US","45.1672","-84.9138","221.9","1970-03","0","0","-10",",0,29,","53",",0,19,","7128","0","24.9",",0","37.5",",,,0","12.4",",,,0"
"USC00200925","BOYNE FALLS, MI US","45.1672","-84.9138","221.9","1970-04","13","0","12",",0,01,","88",",0,29,","7751","0","44.7",",0","57.0",",,,0","32.3",",,,0"
"USC00200925","BOYNE FALLS, MI US","45.1672","-84.9138","221.9","1970-05","41","0","21",",0,06,","88",",0,21,","8057","0","56.0",",0","69.0",",,,0","43.2",",,,0"
"USC00200925","BOYNE FALLS, MI US","45.1672","-84.9138","221.9","1970-06","145","0","29",",0,20,","96",",0,30,","8174","0","64.5",",0","80.2",",,,0","48.9",",,,0"
"USC00205531","MIO HYDRO PLANT, MI US","44.6613","-84.1316","292.6","1970-01","0","0","-22",",0,21,","38",",0,31,+","4600","0","13.4",",0","23.9",",,,0","2.9",",,,0"
